USP Category,USP Class,Example Drugs,Pharmacotherapeutic Group (informational),Combination Drug Product
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Nepafenac ,,no
Ophthalmic Agents,"Ophthalmic Agents, Other", ,,Class
Ophthalmic Agents,"Ophthalmic Agents, Other",,,
Ophthalmic Agents,"Ophthalmic Agents, Other",Inebilizumab,,no
Ophthalmic Agents,"Ophthalmic Agents, Other",Satralizumab,,no
Ophthalmic Agents,"Ophthalmic Agents, Other",Teprotumumab,,no
Ophthalmic Agents,"Ophthalmic Agents, Other",,,
Ophthalmic Agents,"Ophthalmic Agents, Other",Oxymetazoline,,no
Ophthalmic Agents,"Ophthalmic Agents, Other",,,
Ophthalmic Agents,"Ophthalmic Agents, Other",Cyclosporine ,,no
Ophthalmic Agents,"Ophthalmic Agents, Other",Hydroxypropyl Cellulose ,,no
Ophthalmic Agents,"Ophthalmic Agents, Other",Lifitegrast ,,no
Ophthalmic Agents,"Ophthalmic Agents, Other",,,
Ophthalmic Agents,"Ophthalmic Agents, Other",Cenegermin ,,no
Ophthalmic Agents,"Ophthalmic Agents, Other", ,,
Ophthalmic Agents,"Ophthalmic Agents, Other",Cyclopentolate Hydrochloride,,no
Ophthalmic Agents,"Ophthalmic Agents, Other",Tropicamide ,,no
Ophthalmic Agents,"Ophthalmic Agents, Other", ,Vascular Endothelial Growth Factor (VEGF) Inhibitor,PG
Ophthalmic Agents,"Ophthalmic Agents, Other",Aflibercept ,,no
Ophthalmic Agents,"Ophthalmic Agents, Other",Bevacizumab ,,no
Ophthalmic Agents,"Ophthalmic Agents, Other",Brolucizumab,,no
Ophthalmic Agents,"Ophthalmic Agents, Other",Pegaptanib ,,no
Ophthalmic Agents,"Ophthalmic Agents, Other",Ranibizumab ,,no
Ophthalmic Agents,Ophthalmic Combinations, ,,Class
Ophthalmic Agents,Ophthalmic Combinations,Cyclopentolate Hydrochloride/ Phenylephrine Hydrochloride ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Gentamicin Sulfate/ Prednisolone Acetate ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Hydroxyamphetamine Hydrobromide/ Tropicamide ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Loteprednol Etabonate/ Tobramycin ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Neomycin/ Polymyxin B Sulfates/ Bacitracin Zinc/ Hydrocortisone Acetate  ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Neomycin/ Polymyxin B Sulfates/ Dexamethasone ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Neomycin/ Polymyxin B Sulfates/ Hydrocortisone   ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Phenylephrine/ Ketorolac   ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Sulfacetamide Sodium/ Prednisolone Acetate ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Tobramycin/ Dexamethasone  ,,yes
Ophthalmic Agents,Ophthalmic Combinations,,,
Ophthalmic Agents,Ophthalmic Combinations,Brinzolamide/ Brimonidine Tartrate ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Brimonidine Tartrate/ Timolol Maleate ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Dorzolamide Hydrochloride/ Timolol Maleate ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Netarsudil Mesylate/ Latanoprost ,,yes
Ophthalmic Agents,Ophthalmic Combinations,,,
Ophthalmic Agents,Ophthalmic Combinations,Neomycin/ Polymyxin B Sulfates/ Bacitracin Zinc ,,yes
Ophthalmic Agents,Ophthalmic Combinations,Neomycin/ Polymyxin B Sulfates/ Gramicidin ,,yes
Otic Agents,Ophthalmic Combinations, ,,Cat
Otic Agents,Otic Anti-Infectives, ,,Class
Otic Agents,Otic Anti-Infectives,Ciprofloxacin ,,no
Otic Agents,Otic Anti-Infectives,Ofloxacin ,,no
Otic Agents,Otic Glucocorticoids, ,,Class
Otic Agents,Otic Glucocorticoids,Fluocinolone Acetonide,,no
Otic Agents,Otic Combinations, ,,Class
Otic Agents,Otic Combinations,Ciprofloxacin/ Dexamethasone ,,yes
Otic Agents,Otic Combinations,Ciprofloxacin/ Fluocinolone Acetonide ,,yes
Otic Agents,Otic Combinations,Ciprofloxacin Hydrochloride/ Hydrocortisone ,,yes
Otic Agents,Otic Combinations,Hydrocortisone/ Acetic Acid  ,,yes
Otic Agents,Otic Combinations,Neomycin/ Polymyxin B Sulfates/ Hydrocortisone ,,yes
Respiratory Tract/ Pulmonary Agents,Otic Combinations, ,,Cat
Respiratory Tract/ Pulmonary Agents,Antihistamines, ,,Class
Respiratory Tract/ Pulmonary Agents,Antihistamines, ,"Histamine (H1) Receptor Antagonists, Mildly/Non-sedating",PG
Respiratory Tract/ Pulmonary Agents,Antihistamines,Azelastine Hydrochloride,,no
Respiratory Tract/ Pulmonary Agents,Antihistamines,Cetirizine Hydrochloride,,no
Respiratory Tract/ Pulmonary Agents,Antihistamines,Desloratadine ,,no
Respiratory Tract/ Pulmonary Agents,Antihistamines,Levocetirizine Dihydrochloride,,no
Respiratory Tract/ Pulmonary Agents,Antihistamines,Olopatadine Hydrochloride,,no
Respiratory Tract/ Pulmonary Agents,Antihistamines, ,"Histamine (H1) Receptor Antagonists, Sedating",PG
Respiratory Tract/ Pulmonary Agents,Antihistamines,Carbinoxamine Maleate,,no
Respiratory Tract/ Pulmonary Agents,Antihistamines,Clemastine Fumarate,,no
Respiratory Tract/ Pulmonary Agents,Antihistamines,Cyproheptadine Hydrochloride,,no
Respiratory Tract/ Pulmonary Agents,Antihistamines,Diphenhydramine Hydrochloride,,no
Respiratory Tract/ Pulmonary Agents,Antihistamines,Hydroxyzine Hydrochloride,,no
Respiratory Tract/ Pulmonary Agents,Antihistamines,Hydroxyzine Pamoate,,no
Respiratory Tract/ Pulmonary Agents,Antihistamines,Promethazine Hydrochloride,,no
Respiratory Tract/ Pulmonary Agents,Antihistamines, ,,
Respiratory Tract/ Pulmonary Agents,Antihistamines,Azelastine Hydrochloride/ Fluticasone Propionate ,,yes
Respiratory Tract/ Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids", ,,Class
Respiratory Tract/ Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",Beclomethasone Dipropionate,,no
Respiratory Tract/ Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",Budesonide ,,no
Respiratory Tract/ Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",Ciclesonide ,,no
Respiratory Tract/ Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",Flunisolide ,,no
Respiratory Tract/ Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",Fluticasone Propionate,,no
Respiratory Tract/ Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",Fluticasone Furoate ,,no
Respiratory Tract/ Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",Mometasone Furoate ,,no
Respiratory Tract/ Pulmonary Agents,"Anti-inflammatories, Inhaled Corticosteroids",Triamcinolone Acetonide,,no
Respiratory Tract/ Pulmonary Agents,Antileukotrienes, ,,Class
Respiratory Tract/ Pulmonary Agents,Antileukotrienes,Montelukast Sodium,,no
Respiratory Tract/ Pulmonary Agents,Antileukotrienes,Zafirlukast ,,no
Respiratory Tract/ Pulmonary Agents,Antileukotrienes,Zileuton ,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Anticholinergic", ,,Class
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Anticholinergic",Aclidinium  Bromide,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Anticholinergic",Glycopyrrolate ,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Anticholinergic",Ipratropium Bromide,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Anticholinergic",Revefenacin ,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Anticholinergic",Tiotropium Bromide ,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Anticholinergic",Umeclidinium ,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Sympathomimetic", ,,Class
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Sympathomimetic",Albuterol Sulfate,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Sympathomimetic",Arformoterol Tartrate,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Sympathomimetic",Epinephrine ,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Sympathomimetic",Formoterol Fumarate Dihydrate,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Sympathomimetic",Indacaterol  Maleate,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Sympathomimetic",Levalbuterol Hydrochloride,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Sympathomimetic",Levalbuterol Tartrate,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Sympathomimetic",Metaproterenol Sulfate,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Sympathomimetic",Salmeterol Xinafoate,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Sympathomimetic",Terbutaline Sulfate,,no
Respiratory Tract/ Pulmonary Agents,"Bronchodilators, Sympathomimetic",Olodaterol ,,no
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations, ,,Class
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations,Aclidinium Bromide/ Formoterol Fumarate ,,yes
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations,Budesonide/ Formoterol Fumarate Dihydrate ,,yes
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations,Budesonide/ Glycopyrrolate/ Formoterol Fumarate,,yes
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations,Fluticasone Furoate/ Vilanterol Trifenatate ,,yes
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations,Fluticasone Propionate/ Salmeterol ,,yes
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations,Mometasone Furoate/ Formoterol Fumarate Dihydrate ,,yes
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations,Indacaterol/ Glycopyrrolate ,,yes
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations,Umeclidinium Bromide/ Vilanterol Trifenatate ,,yes
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations,Fluticasone Furoate/ Umeclidinium Bromide/ Vilanterol Trifenatate ,,yes
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations,Glycopyrrolate/ Formoterol Fumarate ,,yes
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations,Ipratropium Bromide/ Albuterol Sulfate ,,yes
Respiratory Tract/ Pulmonary Agents,Bronchodilator Combinations,Tiotropium Bromide/ Olodaterol ,,yes
Respiratory Tract/ Pulmonary Agents,Cold-Cough, ,,Class
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Benzonatate ,,no
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Guaifenesin ,,no
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Tetrahydrozoline ,,no
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Promethazine Hydrochloride/  Phenylephrine Hydrochloride Hydrochloride/ Codeine Phosphate,,yes
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Codeine Phosphate/ Pseudoephedrine Hydrochloride ,,yes
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Triprolidine Hydrochloride/ Pseudoephedrine Hydrochloride/ Codeine  ,,yes
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Brompheniramine Maleate/ Pseudoephedrine Hydrochloride/ Dextromethorphan Hydrobromide  ,,yes
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Hydrocodone Bitartrate/ Chlorpheniramine Maleate ,,yes
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Hydrocodone Bitartrate/ Chlorpheniramine Maleate/ Pseudoephedrine Hydrochloride ,,yes
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Hydrocodone Bitartrate/ Guaifenesin ,,yes
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Hydrocodone Bitartrate/ Homatropine Methylbromide ,,yes
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Hydrocodone Polistirex/  Chlorpheniramine Polistirex ,,yes
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Promethazine Hydrochloride/ Codeine Phosphate ,,yes
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Promethazine Hydrochloride/ Dextromethorphan Hydrobromide ,,yes
Respiratory Tract/ Pulmonary Agents,Cold-Cough,Promethazine/ Phenylephrine Hydrochloride ,,yes
Respiratory Tract/ Pulmonary Agents,Cystic Fibrosis Agents, ,,Class
Respiratory Tract/ Pulmonary Agents,Cystic Fibrosis Agents, ,Conductance Regulator Potentiator,PG
Respiratory Tract/ Pulmonary Agents,Cystic Fibrosis Agents,Elexacaftor/ Tezacaftor/ Ivacaftor,,yes
Respiratory Tract/ Pulmonary Agents,Cystic Fibrosis Agents,Ivacaftor  ,,no
Respiratory Tract/ Pulmonary Agents,Cystic Fibrosis Agents,Lumacaftor/ Ivacaftor ,,yes
Respiratory Tract/ Pulmonary Agents,Cystic Fibrosis Agents,Tezacaftor/ Ivacaftor  ,,yes
Respiratory Tract/ Pulmonary Agents,Cystic Fibrosis Agents, ,Inhaled Anti-infectives,PG
Respiratory Tract/ Pulmonary Agents,Cystic Fibrosis Agents,Tobramycin  ,,no
Respiratory Tract/ Pulmonary Agents,Cystic Fibrosis Agents,Aztreonam ,,no
Respiratory Tract/ Pulmonary Agents,Cystic Fibrosis Agents, ,"Cystic Fibrosis Agents, Other",PG
Respiratory Tract/ Pulmonary Agents,Cystic Fibrosis Agents,Dornase Alfa  ,,no
Respiratory Tract/ Pulmonary Agents,Mast Cell Stabilizers, ,,Class
Respiratory Tract/ Pulmonary Agents,Mast Cell Stabilizers,Cromolyn Sodium,,no
Respiratory Tract/ Pulmonary Agents,"Phosphodiesterase Inhibitors, Airways Disease", ,,Class
Respiratory Tract/ Pulmonary Agents,"Phosphodiesterase Inhibitors, Airways Disease",Aminophylline ,,no
Respiratory Tract/ Pulmonary Agents,"Phosphodiesterase Inhibitors, Airways Disease",Theophylline ,,no
Respiratory Tract/ Pulmonary Agents,"Phosphodiesterase Inhibitors, Airways Disease", ,,
Respiratory Tract/ Pulmonary Agents,"Phosphodiesterase Inhibitors, Airways Disease",Roflumilast  ,,no
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives, ,,Class
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives, ,Endothelin Receptor Antagonists,PG
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives,Ambrisentan ,,no
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives,Bosentan ,,no
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives,Macitentan ,,no
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives, ,Phosphodiesterase-5 (PDE5),PG
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives,Sildenafil Citrate,,no
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives,Tadalafil ,,no
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives, ,Prostacyclin Vasodilators,PG
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives,Epoprostenol ,,no
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives,Iloprost ,,no
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives,Treprostinil ,,no
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives, ,Guanylate Cyclase (sGC) stimulator,PG
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives,Riociguat ,,no
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives, ,Prostacyclin receptor agonist,PG
Respiratory Tract/ Pulmonary Agents,Pulmonary Antihypertensives,Selexipag ,,no
Respiratory Tract/ Pulmonary Agents,"Respiratory Tract Agents, Other", ,,Class
Respiratory Tract/ Pulmonary Agents,"Respiratory Tract Agents, Other",Acetylcysteine ,,no
Respiratory Tract/ Pulmonary Agents,"Respiratory Tract Agents, Other", ,Immunomodulators,PG
Respiratory Tract/ Pulmonary Agents,"Respiratory Tract Agents, Other",Benralizumab ,,no
Respiratory Tract/ Pulmonary Agents,"Respiratory Tract Agents, Other",Mepolizumab ,,no
Respiratory Tract/ Pulmonary Agents,"Respiratory Tract Agents, Other",Palivizumab ,,no
Respiratory Tract/ Pulmonary Agents,"Respiratory Tract Agents, Other",Reslizumab ,,no
Respiratory Tract/ Pulmonary Agents,Pulmonary Fibrosis Agents, ,,Class
Respiratory Tract/ Pulmonary Agents,Pulmonary Fibrosis Agents,Nintedanib ,,no
Respiratory Tract/ Pulmonary Agents,Pulmonary Fibrosis Agents,Pirfenidone ,,no
Sexual Disorder Agents,Pulmonary Fibrosis Agents, ,,Cat
Sexual Disorder Agents,Sexual Disorder Agents (Male) , ,,Class
Sexual Disorder Agents,Sexual Disorder Agents (Male) ,Avanafil ,,no
Sexual Disorder Agents,Sexual Disorder Agents (Male) ,Sildenafil  Citrate,,no
Sexual Disorder Agents,Sexual Disorder Agents (Male) ,Tadalafil ,,no
Sexual Disorder Agents,Sexual Disorder Agents (Male) ,Vardenafil Hydrochloride,,no
Sexual Disorder Agents,Sexual Disorder Agents (Male) ,Alprostadil ,,no
Sexual Disorder Agents,Sexual Disorder Agents (Female) , ,,Class
Sexual Disorder Agents,Sexual Disorder Agents (Female) ,Bremelanotide ,,no
Sexual Disorder Agents,Sexual Disorder Agents (Female) ,Flibanserin ,,no
Sexual Disorder Agents,Sexual Disorder Agents (Female) ,Ospemifene ,,no
Sexual Disorder Agents,Sexual Disorder Agents (Female) ,Prasterone ,,no
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) , ,,Cat
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,Cyclobenzaprine Hydrochloride,,no
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,Metaxalone ,,no
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,Methocarbamol ,,no
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,Orphenadrine Citrate,,no
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,Carisoprodol ,,no
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,Carisoprodol/ Aspirin ,,yes
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,Carisoprodol/ Aspirin/ Codeine Phosphate ,,yes
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,Chlorzoxazone ,,no
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,Orphenadrine Hydrochloride,,no
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,Orphenadrine Citrate/ Aspirin/ Caffeine ,,yes
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) , ,,
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,AbobotulinumtoxinA ,,no
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,IncobotulinumtoxinA ,,no
Skeletal Muscle Relaxants,Sexual Disorder Agents (Female) ,RimabotulinumtoxinB ,,no
Sleep Disorder Agents,Sexual Disorder Agents (Female) , ,,Cat
Sleep Disorder Agents,Sleep Promoting Agents,,,Class
Sleep Disorder Agents,Sleep Promoting Agents,Doxepin Hydrochloride,,no
Sleep Disorder Agents,Sleep Promoting Agents,,,
Sleep Disorder Agents,Sleep Promoting Agents,Estazolam ,,no
Sleep Disorder Agents,Sleep Promoting Agents,Flurazepam ,,no
Sleep Disorder Agents,Sleep Promoting Agents,Quazepam ,,no
Sleep Disorder Agents,Sleep Promoting Agents,Temazepam ,,no
Sleep Disorder Agents,Sleep Promoting Agents,Triazolam,,no
Sleep Disorder Agents,Sleep Promoting Agents,,,
Sleep Disorder Agents,Sleep Promoting Agents,Eszopiclone ,,no
Sleep Disorder Agents,Sleep Promoting Agents,Zaleplon ,,no
Sleep Disorder Agents,Sleep Promoting Agents,Zolpidem Tartrate,,no
Sleep Disorder Agents,Sleep Promoting Agents, ,,
Sleep Disorder Agents,Sleep Promoting Agents,Lemborexant,,no
Sleep Disorder Agents,Sleep Promoting Agents,Suvorexant ,,no
Sleep Disorder Agents,Sleep Promoting Agents, ,,
Sleep Disorder Agents,Sleep Promoting Agents,Tasimelteon ,,no
Sleep Disorder Agents,Sleep Promoting Agents,Ramelteon ,,no
Sleep Disorder Agents,Wakefulness Promoting Agents,,,Class
Sleep Disorder Agents,Wakefulness Promoting Agents,,,
Sleep Disorder Agents,Wakefulness Promoting Agents,Armodafinil,,no
Sleep Disorder Agents,Wakefulness Promoting Agents,Modafanil,,no
Sleep Disorder Agents,Wakefulness Promoting Agents,,,
Sleep Disorder Agents,Wakefulness Promoting Agents,Calcium/ Magnesium/ Potassium/ Sodium Oxybates,,yes
Sleep Disorder Agents,Wakefulness Promoting Agents,Pitolisant,,no
Sleep Disorder Agents,Wakefulness Promoting Agents,Sodium Oxybate,,no
Sleep Disorder Agents,Wakefulness Promoting Agents,,,
Sleep Disorder Agents,Wakefulness Promoting Agents,Solriamfetol ,,no
